fecha,hora,operador,tipo_de_avion,ruta,pasajeros_a_bordo,personal_a_bordo,total_a_bordo,pasajeros_fallecidos,personal_fallecido,ground,total_fallecidos,año,dia,mes
1991-6-10,15:40:00,Carib Air Transport,Lockheed L-382B Hercules,"Luanda, Angola",4.0,3.0,7.0,4.0,3.0,0.0,7.0,1991,10,6
1991-6-20,03:45:00,Aerosucre Colombia,Douglas DC-6BF,"Near Malambo, Colombia",15.0,3.0,18.0,2.0,0.0,0.0,2.0,1991,20,6
1991-6-26,,AKF Polet,Antonov AN-24,"Gulf of Finland, Russia",4.0,6.0,10.0,4.0,6.0,0.0,10.0,1991,26,6
1991-6-26,02:00:00,Okada Air,BAC One-Eleven 402AP,"Near Sokotu, Nigeria",48.0,5.0,53.0,4.0,0.0,0.0,4.0,1991,26,6
1991-7-04,09:10:00,Helicol Colombia,de Havilland Canada DHC-6 Twin Otter 300,"El Yopal, Colombia",1.0,2.0,3.0,1.0,2.0,0.0,3.0,1991,4,7
1991-7-09,,Aerochasqui,CASA 212 Aviocar 200,"Bellavista Airport, Peru",13.0,2.0,15.0,13.0,2.0,0.0,15.0,1991,9,7
1991-7-10,18:12:00,L'Express Airlines,Beechcraft BE-99-C99,"Birmingham, Alabama",13.0,2.0,15.0,12.0,1.0,0.0,13.0,1991,10,7
1991-7-11,08:40:00,Nationair (chartered by Nigeria Airways),McDonnell Douglas DC-8 Super 61,"Jeddah, Saudi Arabia",247.0,14.0,261.0,247.0,14.0,0.0,261.0,1991,11,7
1991-7-25,,Vanair,Britten-Norman BN-2A-6 Islander,"Espiritu Santos, Vanuatu",8.0,1.0,9.0,8.0,1.0,0.0,9.0,1991,25,7
1991-8-06,,Avalki Air,Britten-Norman BN-2A-6 Islander,"Rarotonga, Cook Islands",8.0,2.0,10.0,5.0,1.0,0.0,6.0,1991,6,8
1991-8-14,23:53:00,Tarom,Ilyushin IL-18V,"Near Uricani, Romania",4.0,5.0,9.0,4.0,5.0,0.0,9.0,1991,14,8
1991-8-16,01:55:00,Indian Airlines,Boeing B-737-2A8,"Imphal, India",63.0,6.0,69.0,63.0,6.0,0.0,69.0,1991,16,8
1991-8-20,13:15:00,Temsco Airlines,Britten-Norman BN-2A-6 Islander,"Ketchikan, Alaska",3.0,1.0,4.0,3.0,1.0,0.0,4.0,1991,20,8
1991-8-28,23:59:00,Air Taxi - Bohemia Inc.,Aerospatiale 350B1,"Walton, Oregon",2.0,1.0,3.0,2.0,1.0,0.0,3.0,1991,28,8
1991-9-03,,Dirgantara Air Services,Britten-Norman BN-2A-21,"Sampit, Indonesia",8.0,2.0,10.0,1.0,2.0,0.0,3.0,1991,3,9
1991-9-04,14:10:00,Airtech Rajawaldi Udara,Shorts SC-7 Skyvan 3-100,"Long Seridan, Malaysia",18.0,2.0,20.0,12.0,2.0,0.0,14.0,1991,4,9
1991-9-11,10:03:00,Continental Express,Embraer 120RT Brasilia,"Near Eagle Lake, Texas",11.0,3.0,14.0,11.0,3.0,0.0,14.0,1991,11,9
1991-9-16,19:21:00,Aeroflot,Antonov AN-72,"Petropavlosk, USSR",7.0,6.0,13.0,7.0,6.0,0.0,13.0,1991,16,9
1991-9-17,,Ethiopian Airlines,Lockheed L-100-30 Hercules,"Djibouti City, Djibouti	Djibouti City, DjiboutiDjibouti City, Djibouti",0.0,4.0,4.0,0.0,4.0,0.0,4.0,1991,17,9
1991-9-18,21:55:00,Canair Cargo,Convair CV-580,"Belvedere Center, Vermont",0.0,2.0,2.0,0.0,2.0,0.0,2.0,1991,18,9
1991-9-23,,Aeroflot,Antonov 12BP,"Khatanga, Russia",9.0,7.0,16.0,1.0,0.0,0.0,1.0,1991,23,9
1991-9-26,,Aeroflot,Antonov AN-26,"Off St. Petersburg, USSR",7.0,3.0,10.0,7.0,3.0,0.0,10.0,1991,26,9
1991-9-27,,Solomon Islands Airlines,de Havilland Canada DHC-6 Twin Otter 300,"Guadalcanal Island, Solomon Islands",13.0,2.0,15.0,13.0,2.0,0.0,15.0,1991,27,9
1991-9-29,11:50:00,CORAL Colombia,Curtiss C-46A,"Near Villavicencio,  Colombia",6.0,4.0,10.0,1.0,0.0,0.0,1.0,1991,29,9
1991-10-05,15:00:00,Military - Indonesian Air Force,Lockheed C-130H-30,"Near Jakarta, Indonesia",129.0,5.0,134.0,129.0,5.0,2.0,134.0,1991,5,10
1991-10-13,,EDELCA,Bell 214 ST,"Aponguao Falls, Venezuela",9.0,3.0,12.0,9.0,3.0,0.0,12.0,1991,13,10
1991-10-25,21:56:00,Corporate Mobility Inc. - Private,Bell 206B helicopter,"Vallejo, California",2.0,1.0,3.0,2.0,1.0,0.0,3.0,1991,25,10
1991-10-25,,Bali International Air Service,Britten-Norman BN2A-III-2 Trislander,"Tumbang Miri, Indonesia",16.0,1.0,17.0,16.0,1.0,0.0,17.0,1991,25,10
1991-10-30,14:30:00,Military - Royal Canadian Air Force,Lockheed CC-130E,"Near Point Alert, Ellesmere Island, NWT,Canada",13.0,5.0,18.0,3.0,2.0,0.0,5.0,1991,30,10
1991-11-01,,Military - Azerbaijan Air Force,Mil Mi-8 (helicopter),"Near Karakent, USSR",,,40.0,,,0.0,40.0,1991,1,11
1991-11-07,13:42:00,Aeroflot,Yakovlev YAK-40,"Makhackala, Russia",47.0,4.0,51.0,47.0,4.0,0.0,51.0,1991,7,11
1991-11-11,21:43:00,Nordeste Linhas Aereas,Embraer 110P1 Bandeirante,"Recife, Brazil",12.0,3.0,15.0,12.0,3.0,2.0,15.0,1991,11,11
1991-11-16,16:24:00,Aeroflot,Antonov AN-12V,"Anderma, Russia",14.0,6.0,20.0,14.0,6.0,0.0,20.0,1991,16,11
1991-11-20,18:14:00,Air Taxi - Airis Helicopters Inc.,Bell 206B,"Davis, California",2.0,1.0,3.0,2.0,1.0,0.0,3.0,1991,20,11
1991-11-20,,Military - Soviet Air Force,Mil Mi-8 (helicopter),"Nagoro-Karabak, USSR",20.0,3.0,23.0,20.0,3.0,0.0,23.0,1991,20,11
1991-11-25,15:00:00,STASA,Douglas C-47B-DK,"Sena, Mozambique",0.0,3.0,3.0,0.0,1.0,0.0,1.0,1991,25,11
1991-11-26,05:02:00,Tartarstan Airlines,Antonov AN-24,"Near Bugulma, Russia",37.0,4.0,41.0,37.0,4.0,0.0,41.0,1991,26,11
1991-11-29,08:15:00,Military - Força Aérea Brasileira,Embraer C-95C Bandeirante,"Guaratingueta AB, Brazil",13.0,3.0,16.0,13.0,3.0,0.0,16.0,1991,29,11
1991-12-22,11:37:00,Classic Wings,Douglas DC-3A,"Heidelberg, Germany",27.0,3.0,30.0,24.0,3.0,0.0,27.0,1991,22,12
1991-12-27,08:51:00,Scandinavian Airlines (SAS),Mc Donnell Douglas MD-81,"Stockholm, Sweden",123.0,6.0,129.0,0.0,0.0,0.0,0.0,1991,27,12
1991-12-29,15:05:00,China Airlines (Taiwan),Boeing B-747-2R7F,"Wanli, Taiwan",0.0,5.0,5.0,0.0,5.0,0.0,5.0,1991,29,12
1992-1-20,19:20:00,Air Inter,Airbus A320-111,"Mt. Saint-Odile, near Strasbourg, France",90.0,6.0,96.0,82.0,5.0,0.0,87.0,1992,20,1
1992-1-28,16:20:00,Military - Azerbaijan Air Force,Mil Mi-8 (helicopter),"Near Stepanakert, Azerbaijan",,,47.0,,,0.0,47.0,1992,28,1
1992-2-03,11:20:00,Nordeste Linhas Aéreas,Embraer 110C Bandeirante,"Caetite, Brazil",10.0,2.0,12.0,10.0,2.0,0.0,12.0,1992,3,2
1992-2-09,05:15:00,Gambcrest,Convair CV- 640,"Near Kafountine, Senegal",50.0,6.0,56.0,26.0,4.0,0.0,30.0,1992,9,2
1992-2-15,03:26:00,ATI,McDonnell Douglas DC-8-63F,"Toledo, Ohio",0.0,4.0,4.0,0.0,3.0,0.0,3.0,1992,15,2
1992-2-20,,Aerolineas Argentinas,Boeing B-747,En route from Argentina  to  California,,,,,,0.0,1.0,1992,20,2
1992-3-02,16:05:00,Frigorifico Santa Rita,Curtiss C-46T,"Beni, Bolivia",2.0,3.0,5.0,2.0,3.0,0.0,5.0,1992,2,3
1992-3-12,,Lina Congo,de Havilland Canada DHC-6 Twin Otter 300,"Etsouali, Congo",5.0,3.0,8.0,0.0,3.0,0.0,3.0,1992,12,3
1992-3-22,21:35:00,USAir,Fokker F-28 Fellowship 4000,"La Guardia Airport, New York, New York",47.0,4.0,51.0,25.0,2.0,0.0,27.0,1992,22,3
1992-3-24,07:02:00,Golden Star Air Cargo,Boeing 707-321C,"Athens, Greece",4.0,3.0,7.0,4.0,3.0,0.0,7.0,1992,24,3
1992-4-04,,Kamchatavia,Let 410UVP,"Near Baikov, Russia",10.0,2.0,12.0,1.0,0.0,0.0,1.0,1992,4,4
1992-4-07,,Air Bissau,Antonov AN-24RV,"Near Sarra, Libya",10.0,3.0,13.0,0.0,3.0,0.0,3.0,1992,7,4
1992-4-10,,Taiwan Airlines,Britten Norman BN-2A-26 Trislander,"Off Orchid Island, Taiwan",8.0,2.0,10.0,6.0,1.0,0.0,7.0,1992,10,4
1992-4-14,,Military - Kenyan Air Force,de Havilland DHC-5 Buffalo,"Nairobi, Kenya",42.0,4.0,46.0,42.0,4.0,6.0,46.0,1992,14,4
1992-4-16,,Talair,Embraer 110P1 Bandeirante,"Near Goroka, Papua New Guinea",13.0,2.0,15.0,9.0,2.0,0.0,11.0,1992,16,4
1992-4-22,11:09:00,Perris Valley Aviation,de Havilland Canada DHC-6 Twin Otter 200,"Perris Valley, California",20.0,2.0,22.0,14.0,2.0,0.0,16.0,1992,22,4
1992-4-22,15:53:00,Scenic Air Tours,Beechcraft E18S,"Mt. Haleakala, Hawaii",8.0,1.0,9.0,8.0,1.0,0.0,9.0,1992,22,4
1992-4-26,,Saha Airline Services,Fokker F-27 Friendship 400M,"Saveh, Iran",35.0,4.0,39.0,35.0,4.0,0.0,39.0,1992,26,4
1992-6-06,21:00:00,COPA (Panama),Boeing B-737-204,"Tucuti, Panama",40.0,7.0,47.0,40.0,7.0,0.0,47.0,1992,6,6
1992-6-07,14:34:00,American Eagle,CASA 212 Aviocar 200,"Mayaguez, Puerto Rico",3.0,2.0,5.0,3.0,2.0,0.0,5.0,1992,7,6
1992-6-22,06:05:00,VASP,Boeing 737-2A1C,"Cruzeiro do Sul, Brazil",1.0,2.0,3.0,1.0,2.0,0.0,3.0,1992,22,6
1992-6-22,12:45:00,Krasnoyarsk Airlines,Antonov AN-12,"Norlisk, Russia",7.0,5.0,12.0,6.0,4.0,0.0,10.0,1992,22,6
1992-7-05,17:00:00,Military - Sri Lanka Air Force,Shaanxi Y-8D,"Near Iyakochchi, Sri Lanka",13.0,6.0,19.0,13.0,6.0,0.0,19.0,1992,5,7
1992-7-13,12:30:00,Arctic Circle Air Service,Shorts SC-7 Skyvan 3A-200,"Bethel, Alaska",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1992,13,7
1992-7-14,,Military - Russian Air Force,Antonov AN-12V,"Near Nakhichevan, Azerbaijan",27.0,7.0,34.0,24.0,5.0,0.0,29.0,1992,14,7
1992-7-14,,Military - Unified Yemen Air Force,Antonov An-12,"Near Bir Fadl, Yemen",50.0,7.0,57.0,50.0,7.0,0.0,57.0,1992,14,7
1992-7-20,,Georgian Air,Tupolev TU-154B,"Tbilisi, Georgia",16.0,8.0,24.0,16.0,8.0,4.0,24.0,1992,20,7
1992-7-24,,Volga-Dnepr Airlines,Antonov 12BK,"Near Skopje, Macedonia",2.0,6.0,8.0,2.0,6.0,0.0,8.0,1992,24,7
1992-7-24,16:30:00,Mandala Airlines,Vickers Viscount 816,"Mt. Lalaboy,  Indonesia",63.0,7.0,70.0,63.0,7.0,0.0,70.0,1992,24,7
1992-7-27,16:15:00,Aero Eslava,Vickers 798D Viscount,"Near Mexico City, Mexico",2.0,2.0,4.0,2.0,2.0,0.0,4.0,1992,27,7
1992-7-30,17:41:00,Trans World Airlines,Lockheed L-1011,"JFK Airport, New York, New York",280.0,12.0,292.0,0.0,0.0,0.0,0.0,1992,30,7
1992-7-31,12:45:00,Thai Airways,Airbus A310-304,"Near Kathmandu, Nepal",99.0,14.0,113.0,99.0,14.0,0.0,113.0,1992,31,7
1992-7-31,15:12:00,China General Aviation Corporation,Yakovlev YAK-42D,"Nanjing, Jiangsu, China",116.0,10.0,126.0,100.0,8.0,0.0,108.0,1992,31,7
1992-8-21,,Servicios Aereos Santa Ana,Convair CV-440-80,"Colorado, Bolivia",7.0,3.0,10.0,7.0,3.0,0.0,10.0,1992,21,8
1992-8-25,05:15:00,Lone Star Airlines,Swearingen SA-227AC Metro III,"Hot Springs, Arizona",0.0,3.0,3.0,0.0,3.0,0.0,3.0,1992,25,8
1992-8-27,,Military - Peruvian Air Force - TANS,de Havilland Canada DHC-6 Twin Otter 300,"Near Iquitos, Peru",38.0,3.0,41.0,6.0,2.0,0.0,8.0,1992,27,8
1992-8-27,10:20:00,NewCal Aviation,de Havilland Canada DHC-4T Caribou,"Gimli, Manitoba, Canada",0.0,3.0,3.0,0.0,3.0,0.0,3.0,1992,27,8
1992-8-27,22:44:00,Aeroflot,Tupolev TU-134A,"Near Ivanovo, Russia",77.0,7.0,84.0,77.0,7.0,0.0,84.0,1992,27,8
1992-8-31,22:32:00,Professional Aviation Services,Douglas DC-3,"Jamba, Angola",14.0,3.0,17.0,0.0,3.0,0.0,3.0,1992,31,8
1992-9-10,,Expresso Aéreo,Fokker F-27 Friendship 500,"Bellavista, Peru",36.0,7.0,43.0,0.0,1.0,1.0,1.0,1992,10,9
1992-9-12,,Kamchatka Airlines,Mil Mi-8 (helicopter),"Kozyrevsk, Russia",13.0,3.0,16.0,9.0,0.0,0.0,9.0,1992,12,9
1992-9-16,11:00:00,Air Taxi - Hawaii Helicopters Inc.,Aerospatiale AS-350B,"Hana, Hawaii",6.0,1.0,7.0,6.0,1.0,0.0,7.0,1992,16,9
1992-9-18,,Aero Ejecutivos,Douglas C-118A,"Off Curacao, Netherlands Antilles",0.0,3.0,3.0,0.0,3.0,0.0,3.0,1992,18,9
1992-9-19,,Avesca Colombia,Curtiss C-46F-1-CU,"Bogota, Colombia",9.0,2.0,11.0,9.0,2.0,0.0,11.0,1992,19,9
1992-9-21,09:21:00,Yakutavia,Mil Mi-8 (helicopter),"Near Kular, Russia",7.0,3.0,10.0,7.0,3.0,0.0,10.0,1992,21,9
1992-9-26,18:00:00,Military - Federal Nigerian Air Force,Lockheed C-130H,"Near Lagos, Nigeria",154.0,4.0,158.0,154.0,4.0,0.0,158.0,1992,26,9
1992-9-28,14:30:00,Pakistan International Airlines,Airbus A300B4-203,"Near  Kathmandu, Nepal",155.0,12.0,167.0,155.0,12.0,0.0,167.0,1992,28,9
1992-10-04,17:05:00,El Al,Boeing B-747-258F,"Amsterdam, Netherlands",1.0,3.0,4.0,1.0,3.0,39.0,4.0,1992,4,10
1992-10-07,09:30:00,Miltiary - U.S. Airforce,Lockheed C-130E Hercules,"Berkeley Springs, West Virginia",0.0,6.0,6.0,0.0,6.0,0.0,6.0,1992,7,10
1992-10-08,,Wuhan Airlines,Avia 14M-40,"Near Dingxi, China",28.0,7.0,35.0,9.0,5.0,0.0,14.0,1992,8,10
1992-10-09,,Kiev Production Association,Antonov 32,"Mogadiscio, Somalia",7.0,6.0,13.0,0.0,1.0,0.0,1.0,1992,9,10
1992-10-18,,Merpati Nusantara Airlines,CASA 235-10,"Near Garut, Jawa, Indonesia",27.0,4.0,31.0,27.0,4.0,0.0,31.0,1992,18,10
1992-10-19,10:58:00,Syktyvkar Avia,Antonov AN-28,"Near Usti Nem, Russia",14.0,2.0,16.0,13.0,2.0,0.0,15.0,1992,19,10
1992-10-21,,Military - Peruvian Air Force,de Havilland Canada DHC-6 Twin Otter 300,"Near Lake Caballochoa, Peru",8.0,3.0,11.0,7.0,1.0,0.0,8.0,1992,21,10
1992-10-29,,Aeroflot,Antonov AN-8,"Chita, Russia",9.0,5.0,14.0,8.0,5.0,0.0,13.0,1992,29,10
1992-11-11,,Military - Indian Air Force,Mil Mi-8 (helicopter),"Off Bombay, India",,,20.0,,,0.0,20.0,1992,11,11
1992-11-11,,Military - Russian Air Force,Antonov AN-22A,"Near Tver, Russia",26.0,7.0,33.0,26.0,7.0,0.0,33.0,1992,11,11
1992-11-14,07:10:00,Vietnam Airlines,Yakovlev YAK-40,"Near Nha Trang, Vietnam",25.0,6.0,31.0,24.0,6.0,0.0,30.0,1992,14,11
1992-11-15,18:45:00,Aerocaribbean - Charter,Ilyushin IL-18D,"Near Porto Plata, Dominican Republic",28.0,6.0,34.0,28.0,6.0,0.0,34.0,1992,15,11
1992-11-24,07:52:00,China Southern Airlines,Boeing B-737-3Y0,"Near Guilin, China",133.0,8.0,141.0,133.0,8.0,0.0,141.0,1992,24,11
1992-11-30,21:20:00,Military - U.S. Air Force / Military - U.S. Air Force,Lockheed C-141B / Lockheed C141B,"Near Harlem, Montana",0.0,13.0,13.0,0.0,13.0,0.0,13.0,1992,30,11
1992-12-09,,Aero Sudpacifico,Britten-Norman BN-2B-27 Islander,"Uruapan, Mexico",8.0,1.0,9.0,8.0,1.0,0.0,9.0,1992,9,12
1992-12-13,,Scibe Airlift Cargo Zaire,Fokker F-27 Friendship 400M,"Goma, Congo",31.0,6.0,37.0,31.0,6.0,0.0,37.0,1992,13,12
1992-12-14,,Military - Russian Air Force,Mil Mi 8T (helicopter),"Lata, Georgia",,,61.0,,,0.0,61.0,1992,14,12
1992-12-21,07:53:00,Martinair Holland NV,McDonnell Douglas DC-10-30CF,"Faro, Algarve, Portugal",327.0,13.0,340.0,54.0,2.0,0.0,56.0,1992,21,12
1992-12-22,10:00:00,Libya Arab Airlines / Military -  Libya Air Force,Boeing B-727-2L5 / MiG23UB,"Tripoli, Libya",147.0,10.0,157.0,147.0,10.0,0.0,157.0,1992,22,12
1993-1-03,15:40:00,Air Taxi - South Coast Helicopters Inc.,Bell 206B3,"Ogden, Utah",3.0,1.0,4.0,3.0,1.0,0.0,4.0,1993,3,1
1993-1-06,19:20:00,Lufthansa Cityline,de Havilland Canada DHC-8-301,"Paris, France",19.0,4.0,23.0,4.0,0.0,0.0,4.0,1993,6,1
1993-1-09,,Bouraq Indonesia Airlines,Hawker Siddeley HS-748-234,"Surabaya, Indonesia",39.0,5.0,44.0,13.0,4.0,0.0,17.0,1993,9,1
1993-1-13,,Titan Airways,Embraer 110P1 Bandeirante,"Sellafield, England",0.0,2.0,2.0,0.0,2.0,0.0,2.0,1993,13,1
1993-1-14,08:30:00,Central Mountain Air Services,Douglas C-47A,"Near Bronson Creek, British Colombia, Canada",0.0,2.0,2.0,0.0,2.0,0.0,2.0,1993,14,1
1993-1-27,,Trans Service Airlift,Nord 262A-44,"Kinshasa, Democratic Republic Congo",18.0,3.0,21.0,3.0,0.0,0.0,3.0,1993,27,1
1993-1-31,,Pan Malaysian Air Transport,Shorts SC-7 Skyvan 3-100,"Sumatra, Indonesia",11.0,5.0,16.0,11.0,5.0,0.0,16.0,1993,31,1
1993-2-08,14:15:00,Iran Air Tours  /  Military - Iranian Air Force,Tupolev TU-154M / Sukhoi Su-24,"Near Tehran, Iran",119.0,14.0,133.0,119.0,14.0,0.0,133.0,1993,8,2
1993-2-10,,Military - Afghan Republican Air Force,Mil Mi-8,"Near Daraim, Afghanistan",,,30.0,,,0.0,30.0,1993,10,2
1993-2-20,,Cargo Three Panama,Convair CV-440,"Bogota, Colombia",0.0,2.0,2.0,0.0,2.0,0.0,2.0,1993,20,2
1993-2-28,,Formosa Airlines,Dornier 228-201,"Off Green Island, Taiwan",4.0,2.0,6.0,4.0,2.0,0.0,6.0,1993,28,2
1993-3-05,11:12:00,Palair Macedonian,Fokker 100,"Skopje, Macedonia",92.0,5.0,97.0,79.0,4.0,0.0,83.0,1993,5,3
1993-3-23,13:35:00,Oeste Linhas Aereas,Embraer EMB-110 Bandeirante,"Near Tangara de Serra, Brazil",4.0,2.0,6.0,4.0,2.0,0.0,6.0,1993,23,3
1993-3-31,12:25:00,Japan Air Lines,Boeing B-747-466,"Anchorage, Alaska",2.0,3.0,5.0,0.0,0.0,0.0,0.0,1993,31,3
1993-4-01,21:28:00,Private,Fairchild SA227-TT,"Blountville, Tennesee",3.0,1.0,4.0,3.0,1.0,0.0,4.0,1993,1,4
1993-4-02,,Linea Aeropostal Venezolana,McDonnell Douglas DC-9-15,"Off Margarita Island, Venezuela",8.0,3.0,11.0,8.0,3.0,0.0,11.0,1993,2,4
1993-4-06,01:10:00,China Eastern Airlines,McDonnell Douglas MD-11,"950 nm S of  Shemya, Alaska",248.0,16.0,264.0,2.0,0.0,0.0,2.0,1993,6,4
1993-4-19,15:52:00,Private,Mitsubishi MU-2B-60,"Zwingle, Iowa",6.0,2.0,8.0,6.0,2.0,0.0,8.0,1993,19,4
1993-4-23,,MIAT - Mongolian Airlines,Antonov AN-26B,"Zavnah, Mongolia",34.0,6.0,40.0,26.0,6.0,0.0,32.0,1993,23,4
1993-4-26,13:00:00,Indian Airlines,Boeing B-737-2A8,"Aurangabad, India",112.0,6.0,118.0,55.0,0.0,0.0,55.0,1993,26,4
1993-4-27,23:00:00,Military - Zambian Air Force,de Havilland  Canada  DHC-5D Buffalo,"Off  Libreville, Gambia",25.0,5.0,30.0,25.0,5.0,0.0,30.0,1993,27,4
1993-4-27,,Military - Afghan Republican Air Force,Antonov AN-32,"Near Kholm, Afghanistan",71.0,5.0,76.0,71.0,5.0,0.0,76.0,1993,27,4
1993-5-11,,Fiji Air,Britten-Norman BN-2A-6 Islander,"Suva, Fiji",0.0,2.0,2.0,0.0,2.0,0.0,2.0,1993,11,5
1993-5-15,,Carga del Caribe,Douglas DC-6BF,"Near Cancun, Mexico",0.0,5.0,5.0,0.0,3.0,0.0,3.0,1993,15,5
1993-5-19,15:04:00,SAM Colombia,Boeing B-727-46,"Near Medellin, Colombia",125.0,7.0,132.0,125.0,7.0,0.0,132.0,1993,19,5
1993-6-06,,Aerotaca,de Havilland Canada DHC-6 Twin Otter 300,"El Yopal, Colombia",0.0,2.0,2.0,0.0,2.0,0.0,2.0,1993,6,6
1993-6-09,,Southwest Air,Britten-Norman  BN-2A-20 Trislander,"Gulgubip, Papua New Guinea",10.0,1.0,11.0,9.0,0.0,0.0,9.0,1993,9,6
1993-6-16,,Merpati Nasantara Airlines,de Havilland Canada DHC-6 Twin Otter 300,"Nabire, Indonesia",0.0,3.0,3.0,0.0,1.0,0.0,1.0,1993,16,6
1993-6-17,22:15:00,Tajikistan Airlines,Antonov AN-26,"Near Tbilisi, Georgia",36.0,5.0,41.0,36.0,5.0,0.0,41.0,1993,17,6
1993-7-01,,Merpati Nusantara Airlines,Fokker F-28 Fellowship 3000,"Sorong, Irian Jaya, Indonesia",39.0,4.0,43.0,37.0,4.0,0.0,41.0,1993,1,7
1993-7-06,,Military - Georgian Air Force,Mil Mi-8,"Near Ochamchire, Georgia",,,23.0,,,0.0,23.0,1993,6,7
1993-7-12,14:55:00,Private,"Helicopter, Hughes 369HS","Talladega, Alabama",1.0,1.0,2.0,1.0,0.0,0.0,1.0,1993,12,7
1993-7-23,15:40:00,China Northwest Airlines,British Aerospace 146-300,"Yinchuan, China",108.0,5.0,113.0,54.0,1.0,0.0,55.0,1993,23,7
1993-7-26,15:48:00,Asiana Airlines,Boeing B-737-5L9,"Haenam, South Korea",104.0,6.0,110.0,64.0,4.0,0.0,68.0,1993,26,7
1993-7-30,,Hornbill Airways,Shorts SC-7 Skyvan 3-100,"Serawak, Malaysia",15.0,2.0,17.0,1.0,0.0,0.0,1.0,1993,30,7
1993-7-31,13:00:00,Everest Air,Dornier Do-228-101,"Devghat, Nepal",16.0,3.0,19.0,16.0,3.0,0.0,19.0,1993,31,7
1993-8-18,16:56:00,American International Airways,McDonnell Douglas DC-8-61,"Leeward Point Airfield, Guantanamo Bay, Cuba",0.0,3.0,3.0,0.0,0.0,0.0,0.0,1993,18,8
1993-8-26,,Sakha Airlines,Let 410UVP-E,"Near Aldan, Russia",22.0,2.0,24.0,22.0,2.0,0.0,24.0,1993,26,8
1993-8-28,10:45:00,Tajikistan Airlines,Yakovlev YAK-40,"Khorag, Tajikistan",81.0,5.0,86.0,77.0,5.0,0.0,82.0,1993,28,8
1993-9-14,16:43:00,Lufthansa,Airbus A320-211,"Warsaw, Poland",64.0,6.0,70.0,1.0,1.0,0.0,2.0,1993,14,9
1993-9-21,16:25:00,Transair Georgia Airlines,Tupolev TU-134A,"Sukhumi, Georgia",22.0,5.0,27.0,22.0,5.0,0.0,27.0,1993,21,9
1993-9-22,18:30:00,Transair Georgia Airlines,Tupolev TU-154B,"Sukhumi, Georgia",120.0,12.0,132.0,100.0,8.0,0.0,108.0,1993,22,9
1993-10-04,,Military - Georgian Air Force,Mil Mi-8 (helicopter),"Near Svanetia, Georgia",,,60.0,,,0.0,60.0,1993,4,10
1993-10-25,,Hibiscus Air,GAF Nomad N-22,"Franz Josef Glacier, New Zealand",6.0,3.0,9.0,6.0,3.0,0.0,9.0,1993,25,10
1993-10-26,13:04:00,China Eastern Airlines,McDonnell Douglas MD-82,"Fuzhou, China",71.0,9.0,80.0,2.0,0.0,0.0,2.0,1993,26,10
1993-10-27,19:30:00,Wideroe's Flyveselksap,de Havilland Canada DHC-6 Twin Otter 300,"Near Namsos, Norway",17.0,3.0,20.0,4.0,3.0,0.0,7.0,1993,27,10
1993-11-10,18:05:00,Air Manitoba,Hawker Siddeley HS-748-234 Srs. 2A,"Sandy Lake, Canada",4.0,3.0,7.0,4.0,3.0,0.0,7.0,1993,10,11
1993-11-13,14:55:00,China Northern Airlines,McDonnell Douglas MD-82,"Urumqi, China",92.0,10.0,102.0,8.0,4.0,0.0,12.0,1993,13,11
1993-11-15,19:07:00,Magistralnye Avialinii,Antonov AN-124,"Near Kerman, Iran",14.0,3.0,17.0,14.0,3.0,0.0,17.0,1993,15,11
1993-11-20,23:30:00,Aviaimpex (Macedonia),Yakovlev YAK-42D,"Near Ohrid, Macedonia",108.0,8.0,116.0,108.0,8.0,0.0,116.0,1993,20,11
1993-12-01,19:50:00,Express Airlines - Northwest Airlink,British Aerospace Jetstream BA-3100,"Hibbing, Minnesota",16.0,2.0,18.0,16.0,2.0,0.0,18.0,1993,1,12
1993-12-03,,Arctic Wings & Rotors,Britten Norman BN-2A Trislander7,"Tuktoyaktuk, NWT, Canada",6.0,1.0,7.0,6.0,1.0,0.0,7.0,1993,3,12
1993-12-09,,Air Senegal / Gambia Airways,DHC-6 Twin Otter 300 / NAMC YS-11,"Off Dakar, Senegal",2.0,1.0,3.0,2.0,1.0,0.0,3.0,1993,9,12
1993-12-13,09:20:00,Lao Aviation,Yunshuji Y-12-II,"Phonesavanh, Laos",16.0,2.0,18.0,16.0,2.0,0.0,18.0,1993,13,12
1993-12-15,14:00:00,Military - Philippine Air Force,Lockheed C-130H,"Near Naga, Philippines",23.0,6.0,29.0,23.0,6.0,0.0,29.0,1993,15,12
1993-12-26,20:57:00,Kuban Airlines,Antonov AN-26,"Gyumri, Armenia",31.0,5.0,36.0,31.0,5.0,0.0,36.0,1993,26,12
1994-1-03,12:08:00,Baikal Air,Tupolev TU-154M,"Near Mamony, Siberia, Russia",115.0,9.0,124.0,115.0,9.0,1.0,124.0,1994,3,1
1994-1-07,23:21:00,Atlantic Coast Airlines (United Express),British Aerospace Jetstream 4101,"Columbus, Ohio",3.0,5.0,8.0,2.0,3.0,0.0,5.0,1994,7,1
1994-2-24,11:16:00,North Western Air Transport,Antonov AN-12V,"Nalchik, Russia",7.0,6.0,13.0,7.0,6.0,0.0,13.0,1994,24,2
1994-2-25,19:46:00,British World Airways,Vickers 813 Viscount,"East Midlands, England",0.0,2.0,2.0,0.0,1.0,0.0,1.0,1994,25,2
