fecha,hora,operador,tipo_de_avion,ruta,pasajeros_a_bordo,personal_a_bordo,total_a_bordo,pasajeros_fallecidos,personal_fallecido,ground,total_fallecidos,año,dia,mes
1946-7-11,,Trans Continental and Western Air,Lockheed L-049 Constellation,"Reading, Pennsylvania",0.0,6.0,6.0,0.0,5.0,0.0,5.0,1946,11,7
1946-7-13,,Central Air Transport,Curtiss C-46,"Tsinan, China",47.0,2.0,49.0,11.0,2.0,0.0,13.0,1946,13,7
1946-7-17,,ANDESA,Curtiss C-46D-10-CU,"Cuenca, Ecuador",27.0,3.0,30.0,27.0,3.0,0.0,30.0,1946,17,7
1946-7-18,21:10:00,Military - U.S. Army Air Corps,Douglas C-47,"Goodland, Kansas",10.0,3.0,13.0,10.0,3.0,0.0,13.0,1946,18,7
1946-7-20,12:15:00,Military -  (2) U.S. Army Air Forces,Boeing B-17G / Boeing B-17G,Off the Panama coast,,,20.0,,,0.0,20.0,1946,20,7
1946-7-25,,Military -Royal Air Force,Douglas C-47 Dakota,"Bassein, Burma",18.0,4.0,22.0,18.0,4.0,0.0,22.0,1946,25,7
1946-7-26,08:30:00,Communicaciones Aereos de veracruz,Fairchild Pilgrim 100A,"Near Huatesco, Veracruz, Mexico",,,9.0,,,0.0,9.0,1946,26,7
1946-8-07,,British European Airways,Douglas C-47A-10-DK,"Oslo, Norway",11.0,5.0,16.0,0.0,3.0,0.0,3.0,1946,7,8
1946-8-09,,Atlantic Central Airlines,Lockheed 18-56 Lodestar,"Lakehurst, New Jersey",4.0,2.0,6.0,2.0,2.0,0.0,4.0,1946,9,8
1946-8-14,,BOAC,Douglas C-47A,"Malta-Luqa, Malta",0.0,5.0,5.0,0.0,1.0,0.0,1.0,1946,14,8
1946-8-20,06:15:00,British Overseas Airways,Avro 691 Lancastrian 1,"Rouen, France",0.0,9.0,9.0,0.0,8.0,0.0,8.0,1946,20,8
1946-8-21,04:19:00,Trans Luxury Airlines,Douglas C-47-DL,"Moline, Illinois",22.0,3.0,25.0,0.0,2.0,0.0,2.0,1946,21,8
1946-8-24,,Misrair,Avro Anson,"Cairo, Egypt",,,9.0,,,0.0,6.0,1946,24,8
1946-8-31,,Queen Charlotte Airlines,Supermarine Stranraer (flying boat),"Near Prince Rupert, British Columbia, Canada",3.0,4.0,7.0,3.0,4.0,0.0,7.0,1946,31,8
1946-9-03,17:00:00,Air France,Douglas DC-3 (C-53D-DO),"Holtug, Denmark",17.0,5.0,22.0,17.0,5.0,0.0,22.0,1946,3,9
1946-9-04,09:15:00,Air France,Douglas DC-3,"Le Bourget, France",21.0,5.0,26.0,18.0,2.0,1.0,20.0,1946,4,9
1946-9-05,02:00:00,Trans-Luxury Airlines,Douglas DC-3 (C-47-A5-DL),"Elko, Nevada",19.0,3.0,22.0,18.0,3.0,0.0,21.0,1946,5,9
1946-9-07,,British South American Airways,Avro 685 York I,"Bathurst, Gambia",20.0,4.0,24.0,20.0,4.0,0.0,24.0,1946,7,9
1946-9-07,,Mt. McKinley Airfreight,Douglas C-47A,"Nome, Alaska",2.0,2.0,4.0,2.0,2.0,0.0,4.0,1946,7,9
1946-9-15,,Military - Royal Canadian Air Force,Douglas C-47A Dakota,"Estevan, Saskatchewan, Canada",,,21.0,,,0.0,21.0,1946,15,9
1946-9-17,01:17:00,Sabena,Douglas C-47-DL,"Brussels, Belgium",4.0,3.0,7.0,0.0,1.0,0.0,1.0,1946,17,9
1946-9-18,04:15:00,Sabena,Douglas DC-4-1009,"Near Gander, Newfoundland",37.0,7.0,44.0,21.0,6.0,0.0,27.0,1946,18,9
1946-9-19,,Military -Royal Air Force,Avro Lancaster,"Near Tripoli, Libya",19.0,6.0,25.0,19.0,6.0,0.0,25.0,1946,19,9
1946-9-20,,China National Aviation Corporation,Curtiss Wright C-46,"Lochi Mountain, China",25.0,3.0,28.0,25.0,3.0,0.0,28.0,1946,20,9
1946-9-25,09:31:00,Military - Royal Air Force,Douglas C-47B-25-DK,Near Hong Kong International Airport,14.0,5.0,19.0,14.0,5.0,0.0,19.0,1946,25,9
1946-9-27,,Railway Air Service Ltd.,de Havilland 89A Dragon Rapide,"Near Milngavie, Stirlingshire, Scotland",5.0,2.0,7.0,5.0,2.0,0.0,7.0,1946,27,9
1946-9-27,17:30:00,Panair do Brasil,Douglas DC-3A-228D,"Rio Doce, Brazil",22.0,3.0,25.0,22.0,3.0,0.0,25.0,1946,27,9
1946-10-03,03:30:00,American Overseas Airlines,Douglas C-54E-5-DO,"Stephenville, Newfoundland",31.0,8.0,39.0,31.0,8.0,0.0,39.0,1946,3,10
1946-10-06,07:30:00,Military -Royal Air Force,Avro 685 York 1,"Off Penang, Malaya",15.0,6.0,21.0,15.0,6.0,0.0,21.0,1946,6,10
1946-10-07,11:20:00,Military - Royal Netherlands Naval Air Service,Fairey Firefly MK1,"Apeldoorn, The Netherlands",0.0,1.0,1.0,0.0,1.0,22.0,1.0,1946,7,10
1946-10-08,04:33:00,United Air Lines,Douglas DC-4,"Cheyenne, Wyoming",37.0,4.0,41.0,2.0,0.0,0.0,2.0,1946,8,10
1946-10-10,20:00:00,Air Ocean,Junkers Ju-52/3m,"Near Sefrou, Morocco",11.0,5.0,16.0,11.0,5.0,0.0,16.0,1946,10,10
1946-10-17,00:57:00,National Air Transport Services,Douglas DC-3,"Laramie, Wyoming",10.0,3.0,13.0,10.0,3.0,0.0,13.0,1946,17,10
1946-10-17,,Military - Royal Air Force,Douglas C-47B,"Near Chitral, India",,,11.0,,,0.0,11.0,1946,17,10
1946-10-23,,Socotra,Junkers JU-52/3m,"Gebel Kalamoun, Egypt",22.0,2.0,24.0,1.0,0.0,0.0,1.0,1946,23,10
1946-11-01,,CTA Languedoc Roussillon,AAC-1 Toucan,"St Leger-la-Montagne, France",24.0,3.0,27.0,20.0,3.0,0.0,23.0,1946,1,11
1946-11-05,18:30:00,Aeroflot,Douglas C-47,"Near Moscow, Russia",,,26.0,,,,13.0,1946,5,11
1946-11-11,03:30:00,United Air Lines,Douglas DC-3 (C-53D-DO),"Cleveland, Ohio",17.0,3.0,20.0,0.0,2.0,0.0,2.0,1946,11,11
1946-11-13,03:41:00,Western Airlines,Douglas C-53D-DO (DC-3),"Lebec, California",8.0,3.0,11.0,8.0,3.0,0.0,11.0,1946,13,11
1946-11-13,08:18:00,Empressa Commun. Aéreas de Veracruz,Douglas DC-3,"Near Cofre de Perote, Mexico",12.0,3.0,15.0,12.0,3.0,0.0,15.0,1946,13,11
1946-11-14,20:15:00,KLM Royal Dutch Airlines,Douglas C-47A-90 DL (DC-3),"Amsterdam, Netherlands",21.0,5.0,26.0,21.0,5.0,0.0,26.0,1946,14,11
1946-11-16,23:30:00,Military - U.S. Army Air Forces,Douglas C-47,North Pacific Ocean,15.0,8.0,23.0,15.0,8.0,0.0,23.0,1946,16,11
1946-11-26,10:30:00,Lineas Aéreas Costarricenses  LACSA,Douglas DC-3 (C-47A-90-DL),"San Jose, Costa Rica",20.0,2.0,22.0,20.0,2.0,0.0,22.0,1946,26,11
1946-11-30,,Fuerza Aérea Argentina,Vickers 620 Viking 1,"El Palomar, Argentina",15.0,3.0,18.0,2.0,3.0,0.0,5.0,1946,30,11
1946-12-04,,Aeroflot,Lisunov Li-2,"Meshed, Iran",,,24.0,,,0.0,24.0,1946,4,12
1946-12-10,13:10:00,Military - U.S. Army Air Forces,Curtiss-Wright C-46F-CU,"Near Osaka, Japan",19.0,5.0,24.0,19.0,5.0,0.0,24.0,1946,10,12
1946-12-10,,Military - U.S. Marine Corps,Curtiss-Wright R5C-1,"Toledo, Washington",29.0,3.0,32.0,29.0,3.0,0.0,32.0,1946,10,12
1946-12-14,,Far Eastern Air Transport,Douglas DC-3 (C-47-B-1-DK),"Mt. Banahaur, Philippines",10.0,4.0,14.0,9.0,3.0,0.0,12.0,1946,14,12
1946-12-17,,Winged Cargo Inc.,Douglas C-47A,"Caribbean, Atlantic Ocean",5.0,2.0,7.0,5.0,2.0,0.0,7.0,1946,17,12
1946-12-23,14:30:00,FAMA (Argentina),Avro  685 York I,"Near Rio de Janeiro, Brazil",15.0,6.0,21.0,15.0,6.0,0.0,21.0,1946,23,12
1946-12-24,19:19:00,Western Airlines,Douglas DC-3 ( C-53D-DO),"Near San Diego, California",9.0,3.0,12.0,9.0,3.0,0.0,12.0,1946,24,12
1946-12-25,17:00:00,CNAC,Curtiss C-47,"Near Wusong, Jiangsu, China",31.0,3.0,34.0,10.0,3.0,3.0,13.0,1946,25,12
1946-12-25,17:00:00,CNAC,Douglas DC-3,"Near Shanghai, China",27.0,3.0,30.0,17.0,3.0,0.0,20.0,1946,25,12
1946-12-25,17:45:00,CATA,Douglas C-47,"Shanghai, China",7.0,4.0,11.0,7.0,4.0,5.0,11.0,1946,25,12
1946-12-28,,Kansas City Southern Skyways,Douglas C-47A,"Walshville, Illinois",0.0,2.0,2.0,0.0,2.0,0.0,2.0,1946,28,12
1946-12-28,02:09:00,Trans Continental and Western Air,Lockheed 049 Consellation,"Near Shannon, Ireland",14.0,9.0,23.0,9.0,4.0,0.0,13.0,1946,28,12
1946-12-28,09:19:00,American Airlines,Douglas DC-3 (C-50A-DO),"Michigan City, Indiana",18.0,3.0,21.0,0.0,2.0,0.0,2.0,1946,28,12
1947-1-03,,Panair do Brasil,Sikorsky S-43B (flying boat),"Sao Paulo, Brazil",11.0,3.0,14.0,8.0,3.0,0.0,11.0,1947,3,1
1947-1-05,,China National Aviation Corporation,Curtis C-46,"Tsingtao, China",38.0,5.0,43.0,38.0,5.0,0.0,43.0,1947,5,1
1947-1-05,20:00:00,Nationwide Air Transport,Douglas DC-3,"Carmel, New Jersey",20.0,3.0,23.0,2.0,1.0,0.0,3.0,1947,5,1
1947-1-11,17:30:00,British Overseas Airways,Douglas C-47A-1-DK,"Near Lympne, England",11.0,5.0,16.0,4.0,4.0,0.0,8.0,1947,11,1
1947-1-11,,Far Eastern Air Transport,Douglas DC-4 (C-54A-DO),"Off Laoag, China",37.0,5.0,42.0,7.0,0.0,0.0,7.0,1947,11,1
1947-1-12,01:38:00,Eastern Air Lines,Douglas DC-3,"Near Galax, Virginia",16.0,3.0,19.0,15.0,3.0,0.0,18.0,1947,12,1
1947-1-14,09:00:00,Military - Mexican Air Force,Lockheed C-60 Lodestar,"Near Puebla, Mexico",17.0,4.0,21.0,17.0,4.0,0.0,21.0,1947,14,1
1947-1-22,,AVIANCA,Douglas DC-3 ( C-47-DO),"Puesto Araujo, Colombia",13.0,4.0,17.0,13.0,4.0,0.0,17.0,1947,22,1
1947-1-25,11:40:00,Spencer Airways / Ceskoslovenske Aerolinie,Douglas C-47 / Douglas DC-3,"Croydon, Surrey, England",18.0,5.0,23.0,11.0,1.0,0.0,12.0,1947,25,1
1947-1-25,14:00:00,China National Aviation Corporation,Douglas DC-3,"Chongqing, China",16.0,3.0,19.0,16.0,3.0,0.0,19.0,1947,25,1
1947-1-25,,Philippine Air Lines,Douglas C-47A,Hong Kong,0.0,4.0,4.0,0.0,4.0,0.0,4.0,1947,25,1
1947-1-26,15:30:00,KLM Royal Dutch Airlines,Douglas C- C47A-30DK,"Copenhagen, Denmark",18.0,4.0,22.0,18.0,4.0,0.0,22.0,1947,26,1
1947-1-28,12:00:00,China National Aviation Corporation,Curtiss C-46,"Near Hankow, China",24.0,2.0,26.0,23.0,2.0,0.0,25.0,1947,28,1
1947-2-01,18:45:00,Air France,Douglas DC-3C,"Near Lisbon, Portugal",15.0,5.0,20.0,14.0,5.0,0.0,19.0,1947,1,2
1947-2-05,,International Air Freight,Douglas DC-3,"Harrington, Delaware",0.0,3.0,3.0,0.0,1.0,0.0,1.0,1947,5,2
1947-2-06,17:00:00,Aerovias Cuba International,Douglas C-54B-15-DO,"Pedro Bernardo, Spain",8.0,3.0,11.0,8.0,2.0,0.0,11.0,1947,6,2
1947-2-14,04:20:00,Slick Airways,Curtiss C-46E,"Denver, Colorado",0.0,2.0,2.0,0.0,2.0,0.0,2.0,1947,14,2
1947-2-15,12:18:00,AVIANCA,Douglas DC-4,"Near Bogota, Colombia",49.0,4.0,53.0,49.0,4.0,0.0,53.0,1947,15,2
1947-2-15,09:30:00,Military - Corrieri Aerei Militari,Savoia-Marchetti SM-95,"Off Terracina, Italy",10.0,6.0,16.0,10.0,6.0,0.0,16.0,1947,15,2
1947-2-21,16:00:00,Military - Chinese Air Force,Douglas C-47,"Chungking, China",17.0,4.0,21.0,17.0,,0.0,21.0,1947,21,2
1947-2-26,,Military - Royal Air Force,Douglas C-47B,"China Sea, Pacific Ocean",9.0,3.0,12.0,9.0,3.0,0.0,12.0,1947,26,2
1947-3-05,09:53:00,Aeroflot,Doublas C-47,"Near Georgia, USSR",19.0,4.0,23.0,19.0,4.0,0.0,23.0,1947,5,3
1947-3-08,,Military - Royal Air Force,Douglas C-47B,"L'isola di Ischia, Italy",10.0,3.0,13.0,10.0,3.0,0.0,13.0,1947,8,3
1947-3-08,14:59:00,VIARCO,Douglas C-47-DL,"Cordillera, Colombia",5.0,4.0,9.0,5.0,4.0,0.0,9.0,1947,8,3
1947-3-14,15:30:00,Air France,Douglas DC-3 (C-47A-90-DL),"Mt. Moucherolles, France",18.0,5.0,23.0,18.0,5.0,0.0,23.0,1947,14,3
1947-3-17,08:05:00,TACA,Lockheed 18 Lodestar,"Near Medellin, Colombia",5.0,3.0,8.0,5.0,3.0,0.0,8.0,1947,17,3
1947-3-18,,Military - Royal Air Force,Avro York C1,"Negombo, Sri Lanka",9.0,6.0,15.0,7.0,4.0,0.0,11.0,1947,18,3
1947-4-08,10:30:00,Linea Aeropostal Venezolana,Douglas C-47A,"Near Caracas, Venezuela",24.0,3.0,27.0,24.0,3.0,0.0,27.0,1947,8,4
1947-4-13,02:40:00,British South American Airways,Avro 685 York I,"Off Dakar, Senegal",9.0,6.0,15.0,6.0,0.0,0.0,6.0,1947,13,4
1947-4-22,10:40:00,Delta Air Lines,Douglas DC-3 (C-47DL) /Vultee BT-13,"Columbus, Georgia",8.0,2.0,10.0,8.0,2.0,0.0,10.0,1947,22,4
1947-4-28,23:13:00,Trans Canada Air Lines,Lockheed 18 Loadstar,"Near Vancouver, British Columbia, Canada",12.0,3.0,15.0,12.0,3.0,0.0,15.0,1947,28,4
1947-5-04,,TACA,Lockheed 18 Loadstar,"Near Nicoya, Guanacaste, Costa Rica",9.0,2.0,11.0,9.0,2.0,0.0,11.0,1947,4,5
1947-5-11,09:39:00,Trans Continental and Western Air,Lockheed L-049 Constellation,"Delaware Bay, New Jersey",0.0,4.0,4.0,0.0,4.0,0.0,4.0,1947,11,5
1947-5-16,16:25:00,Aeroflot,Douglas DC-47,"Near Khabarovsk, Russia",17.0,5.0,22.0,17.0,5.0,0.0,22.0,1947,16,5
1947-5-29,19:05:00,United Air Lines,Douglas C-54B,"La Guardia Airport, Queens, New York",44.0,4.0,48.0,41.0,2.0,0.0,43.0,1947,29,5
1947-5-29,22:45:00,Military - U.S. Army Air Forces,Douglas C-54D-DC (DC-4),"Atsugi, Japan",33.0,7.0,40.0,33.0,7.0,0.0,40.0,1947,29,5
1947-5-29,12:48:00,Flugefelag,Douglas DC-3,"Hjedinsfjordur, Iceland",21.0,4.0,25.0,21.0,4.0,0.0,25.0,1947,29,5
1947-5-30,17:41:00,Eastern Air Lines,Douglas C-54B-15-DO,"Port Deposit, Maryland",49.0,4.0,53.0,49.0,4.0,0.0,53.0,1947,30,5
1947-6-04,23:00:00,Air France,Junkers Ju-52,"Near Gemenos, France",0.0,2.0,2.0,0.0,2.0,0.0,2.0,1947,4,6
1947-6-11,23:07:00,Flota Aérea Mercante Argentina,Avro 691 Lancastrian,"Near Natal, Brazil",13.0,5.0,18.0,3.0,2.0,0.0,5.0,1947,11,6
1947-6-13,18:16:00,Pennsylvania Central Airlines,Douglas DC-4 (C-54-DO),"Leesburg, Virginia",47.0,3.0,50.0,47.0,3.0,0.0,50.0,1947,13,6
1947-6-19,23:40:00,Pan American World Airways,Lockheed 049-46-21 Constellation,"Al Mayadin, Syria",27.0,9.0,36.0,7.0,7.0,0.0,14.0,1947,19,6
1947-6-21,,Aeroflot,Li-2,"Black Sea, Gulf of Karkinitsky",25.0,4.0,29.0,6.0,2.0,0.0,8.0,1947,21,6
1947-7-01,,Air France,Junkers JU-52/3m,"Near Eaeka, French Cameroons",10.0,3.0,13.0,10.0,3.0,0.0,13.0,1947,1,7
1947-7-13,04:30:00,Burke Air Transport,Douglas DC-3,"Melbourne, Florida",33.0,3.0,36.0,12.0,2.0,0.0,14.0,1947,13,7
1947-7-15,,Aero Cargo,Junkers Ju-52/3m,"Vichy ,France",,,19.0,,,0.0,1.0,1947,15,7
1947-7-16,22:40:00,British Overseas Airways,Avro 685 York,"Az-Zubair, Iran",0.0,6.0,6.0,0.0,6.0,0.0,6.0,1947,16,7
1947-7-25,,Flota Aérea Mercante Argentina,Avro 685 York I,"Moron, Argentina",0.0,6.0,6.0,0.0,2.0,2.0,2.0,1947,25,7
1947-7-31,,Military - Chinese Air Force,Douglas C-47,"Near Yumen, China",22.0,4.0,26.0,22.0,4.0,0.0,26.0,1947,31,7
1947-8-02,17:40:00,British South American Airways,Avro 691 Lancastrian 3,"Andes, Argentina",6.0,5.0,11.0,6.0,5.0,0.0,11.0,1947,2,8
1947-8-06,,Military - U.S. Navy,Consolidated PBY-5A Catalina,North Pacific Ocean,15.0,5.0,20.0,15.0,5.0,0.0,20.0,1947,6,8
1947-8-08,18:49:00,American Airlines,Douglas DC-3C,"New York, New York",3.0,2.0,5.0,1.0,2.0,0.0,3.0,1947,8,8
1947-8-09,,AB Aerotransport,Douglas DC-3F,"Malmo, Sweden",0.0,5.0,5.0,0.0,1.0,0.0,1.0,1947,9,8
1947-8-13,,Transporturile Aeriene Romano-Sovietice,Lisunov Li-2,"Bucharest, Romania",5.0,3.0,8.0,3.0,0.0,0.0,3.0,1947,13,8
1947-8-21,06:11:00,Slick Airways,Curtiss C-46E,"Hanksville, Utah",1.0,2.0,3.0,1.0,2.0,0.0,3.0,1947,21,8
1947-8-23,04:00:00,British Overseas Airways,Short Sandringham 5 (flying boat),"Bahrain, Persian Gulf",18.0,8.0,26.0,7.0,3.0,0.0,10.0,1947,23,8
1947-8-28,09:00:00,Norwegian Airlines,Short Sandringham (flying boat),"Harsiad, Norway",27.0,8.0,35.0,27.0,8.0,0.0,35.0,1947,28,8
1947-10-08,07:55:00,American Airlines,Douglas DC-4,"Near El Paso, Texas",49.0,5.0,54.0,0.0,0.0,0.0,0.0,1947,8,10
1947-10-14,10:04:00,American International Airways,Boeing 314A,"Ocean, 800 miles east of Newfoundland",62.0,7.0,69.0,0.0,0.0,0.0,0.0,1947,14,10
1947-10-16,14:50:00,Societe Aerienne du Littoral,Bristol 170 Freighter I,"Off Cartegena, Spain",39.0,4.0,43.0,38.0,4.0,0.0,41.0,1947,16,10
1947-10-16,,Stratofreight,Douglas DC-3,"Sylva, North Carolina",1.0,2.0,3.0,1.0,2.0,0.0,3.0,1947,16,10
1947-10-24,12:29:00,United Air Lines,Douglas DC-6,"Bryce Canyon, Utah",48.0,5.0,53.0,48.0,5.0,0.0,53.0,1947,24,10
1947-10-26,19:30:00,AB Aerotransport,Douglas DC-4-1009,"Near Mt. Hymettus, Greece",36.0,8.0,44.0,36.0,8.0,0.0,44.0,1947,26,10
1947-10-26,13:45:00,Pan American World Airways,Douglas DC-4A,"Annette Island, Alaska",13.0,5.0,18.0,13.0,5.0,0.0,18.0,1947,26,10
1947-10-31,,Military - Royal Indian Air Force,Douglas C-47B,"Near Srinagar, India",22.0,3.0,25.0,22.0,3.0,0.0,25.0,1947,31,10
1947-11-02,,Philippine Air Express,Douglas DC-3,"Off Barrio Rizal, Philippines",3.0,2.0,5.0,3.0,2.0,0.0,5.0,1947,2,11
1947-11-11,,American Airlines,Douglas DC-6,"Gallup, New Mexico",21.0,4.0,25.0,,,0.0,0.0,1947,11,11
1947-11-13,,Société Auxiliare de Navigation Aérienne,Junkers Ju-52/3m,"Near Bouchox, France",0.0,2.0,2.0,0.0,2.0,0.0,2.0,1947,13,11
1947-11-18,13:00:00,Trans Continental and Western Air,Lockheed L-049-46-26 Constellation,"Newcastle, Delaware",0.0,5.0,5.0,0.0,5.0,0.0,5.0,1947,18,11
1947-11-18,15:00:00,Trafik-Turist-Transportflyg,Bristol 170 Freighter XI,"Ravello, Italy",21.0,4.0,25.0,16.0,4.0,0.0,20.0,1947,18,11
1947-11-21,18:00:00,TARS,Lisunov Li-2,"Phouznicie, Romania",21.0,5.0,26.0,8.0,5.0,0.0,13.0,1947,21,11
1947-11-27,,China National Aviation Corporation,Douglas DC-3,,0.0,3.0,3.0,0.0,2.0,0.0,2.0,1947,27,11
1947-11-27,,Columbia Air Cargo,Douglas DC-3C,"Yakutat, Alaska",11.0,2.0,13.0,11.0,2.0,0.0,13.0,1947,27,11
1947-11-27,04:20:00,JAT Yugoslav Airlines,Lisunov LI-2,"Montenegrin Mountains, Yugoslavia",19.0,3.0,22.0,19.0,3.0,0.0,22.0,1947,27,11
1947-11-28,14:10:00,Military - U.S. Air Force,Douglas C-47B,"Near Trappa, Italy",15.0,5.0,20.0,15.0,5.0,0.0,20.0,1947,28,11
1947-11-30,14:25:00,Alaska Airlines,Douglas C-54A,"Seattle, Washington",25.0,3.0,28.0,7.0,1.0,1.0,8.0,1947,30,11
1947-12-10,00:20:00,Military - U.S. Air Force,Douglas C-54D-DC (DC-4),"Near Goose Bay, Labrador",25.0,4.0,29.0,22.0,1.0,0.0,23.0,1947,10,12
1947-12-11,18:10:00,Military - U.S. Air Force,Douglas C-47-DK,"Near Memphis, Tennessee",16.0,4.0,20.0,16.0,4.0,0.0,20.0,1947,11,12
1947-12-18,09:30:00,Aeroflot,Ilyushin IL-12,"Krasnoyarsk, Russia",20.0,5.0,25.0,3.0,4.0,0.0,9.0,1947,18,12
1947-12-23,,Air Transport,Short  S-29 Stirling V,"Kunming, China",,,30.0,,,0.0,25.0,1947,23,12
1947-12-27,,Air India,Douglas DC-3 (C-47),"Korangi Creek, India",19.0,4.0,23.0,19.0,4.0,0.0,23.0,1947,27,12
1947-12-28,,Servicio Aéreo Panini,Douglas DC-2-172,"Leon, Mexico",7.0,3.0,10.0,3.0,2.0,3.0,5.0,1947,28,12
1948-1-06,19:30:00,Air France,Douglas DC-3D,"Paris, France",11.0,5.0,16.0,11.0,5.0,0.0,16.0,1948,6,1
1948-1-06,,British European Airways,Vickers 610 Viking 1B,"Ruislip, England",14.0,4.0,18.0,0.0,1.0,0.0,1.0,1948,6,1
1948-1-07,07:45:00,Coastal Air Lines,Douglas DC-3,"Near Savannah, Georgia",25.0,2.0,27.0,17.0,1.0,0.0,18.0,1948,7,1
1948-1-08,,Transport Comp. Algerienne de T.A.,Douglas DC-3,"Near Palestro, Algeria",7.0,2.0,9.0,7.0,2.0,0.0,9.0,1948,8,1
1948-1-11,,Dominicana,Douglas DC-3,"Ciudad Havajillo, Dominican Republic",29.0,3.0,32.0,29.0,3.0,0.0,32.0,1948,11,1
1948-1-13,04:36:00,Eastern Air Lines,Douglas DC-3-201F,"Oxon Hill, Maryland",6.0,3.0,9.0,3.0,2.0,0.0,5.0,1948,13,1
1948-1-20,,China National Aviation Corporation,Curtiss C-46,"Near Mukden, China",51.0,3.0,54.0,11.0,0.0,0.0,11.0,1948,20,1
1948-1-28,10:50:00,Airline Transport Carriers,Douglas DC-3 (C-47B-DK),"Diablo Mts., California",29.0,3.0,32.0,29.0,3.0,0.0,32.0,1948,28,1
1948-1-30,03:00:00,British South American Airways,Avro 688 Tudor I,"Atlantic Ocean, NE of Bermuda",25.0,6.0,31.0,25.0,6.0,0.0,31.0,1948,30,1
1948-2-07,13:27:00,Eastern Air Lines,Lockheed L-649 Constellation,"Off Jacksonville, Florida",63.0,6.0,69.0,0.0,1.0,0.0,1.0,1948,7,2
1948-2-10,16:30:00,KLM Royal Dutch Airlines,Douglas DC-3,"Near Padalarang, Indonesia",15.0,4.0,19.0,15.0,4.0,0.0,19.0,1948,10,2
1948-2-12,13:25:00,Det Danske Luftfartselskab,Douglas DC-3,"Ubrichstein, Germany",17.0,4.0,21.0,8.0,4.0,0.0,12.0,1948,12,2
1948-2-20,13:40:00,Società Aerea Teseo,Douglas C-47-DL,"Collesalvetti,  Italy",7.0,3.0,10.0,4.0,3.0,0.0,7.0,1948,20,2
1948-2-21,14:00:00,Latecoere Airlines,Latecoere 631 (flying boat),"Off St. Marcouf, France",7.0,7.0,14.0,7.0,7.0,0.0,14.0,1948,21,2
1948-2-23,,Commercial Airways,Douglas DC-3,"Davao, Philippines",9.0,3.0,12.0,9.0,3.0,0.0,12.0,1948,23,2
1948-2-25,06:00:00,Bruning Aviation,Douglas C-47A,"Columbus, Ohio",0.0,2.0,2.0,0.0,2.0,0.0,2.0,1948,25,2
1948-2-27,,Military - Brazilian Air Force,Douglas C-47,"Near Belem, Brazil",20.0,6.0,26.0,17.0,6.0,0.0,23.0,1948,27,2
1948-3-02,,Société de Transports Aériens,Junkers Ju-52/3m,"Off Perpignan, France",0.0,4.0,4.0,0.0,4.0,0.0,4.0,1948,2,3
1948-3-02,21:14:00,Sabena,Douglas DC-3,"Heathrow Airport, London, England",19.0,3.0,22.0,17.0,3.0,0.0,20.0,1948,2,3
1948-3-07,,Loftleidir Icelandic Airlines,Avro Anson,"Near Skalafell, Iceland",2.0,2.0,4.0,2.0,2.0,0.0,4.0,1948,7,3
1948-3-10,22:58:00,Delta Air Lines,Douglas DC-4,"Chicago, Illinois",9.0,4.0,13.0,8.0,4.0,0.0,12.0,1948,10,3
1948-3-12,21:14:00,Northwest Orient Airlines,Douglas DC-4 (C-54G-1-DO),"Mt. Sanford, Alaska",24.0,6.0,30.0,24.0,6.0,0.0,30.0,1948,12,3
1948-3-13,,Cruzeiro,Douglas DC-3,"Sierra Cristais, Brazil",3.0,3.0,6.0,3.0,3.0,0.0,6.0,1948,13,3
1948-3-15,,Agencia Interamericana de Aviada,Douglas DC-3 (C47-DL),"Villa Pinzon, Colombia",10.0,4.0,14.0,10.0,4.0,0.0,14.0,1948,15,3
1948-3-27,07:30:00,Indian National Airlines,Vickers 604 Viking 1B,"Monte Cardo, Corsica, France",15.0,4.0,19.0,15.0,4.0,0.0,19.0,1948,27,3
1948-4-05,14:30:00,British European Airways / Military - Soviet Air Force,Vickers Viking 1B & Soviet YAK-3 fighter,"Near Berlin, Germany",10.0,4.0,14.0,10.0,4.0,0.0,14.0,1948,5,4
1948-4-10,08:33:00,Air France,Douglas DC-4,"Kano, Nigeria",0.0,6.0,6.0,0.0,1.0,0.0,1.0,1948,10,4
1948-4-15,02:35:00,Pan American World Airways,Lockheed L-049-46 Constellation,"Shannon, Ireland",21.0,10.0,31.0,20.0,10.0,0.0,30.0,1948,15,4
1948-4-18,09:20:00,New Guinea Air Traders,Lockheed Hudson IIIA,Territory of New Guinea,33.0,4.0,37.0,33.0,4.0,0.0,37.0,1948,18,4
1948-4-24,09:30:00,Aeroflot,Lisnov Li-2,Near Irkutsk Russia,25.0,4.0,29.0,24.0,4.0,0.0,28.0,1948,24,4
1948-5-13,17:30:00,Skyways of London,de Havilland Dove 1,"Mount Coron, France",2.0,2.0,4.0,2.0,2.0,0.0,4.0,1948,13,5
1948-5-13,11:00:00,Sabena,Douglas DC-4-1009,"Near Magazini, Belgian Congo (Zaire)",25.0,7.0,32.0,24.0,7.0,0.0,31.0,1948,13,5
1948-5-15,07:20:00,Mercury Aviation,Douglas DC-3-455,"Vrede, South Africa",8.0,5.0,13.0,8.0,5.0,0.0,13.0,1948,15,5
1948-5-16,20:42:00,Slick Airways,Curtiss C-46E,"Columbus, Ohio",0.0,2.0,2.0,0.0,2.0,0.0,2.0,1948,16,5
